,urn,author,title,year,lang
2512,2006113001017,"White, Ellen G.",I den store Læges Fodspor,1907,nob
2513,2016050948155,,Indstilling til Lov om Statskontrol med Skibes Sjødygtighed,1899,nob
2514,2008032812001,"Hansteen, Christopher",Lærebog i Mechaniken,1836,nob
2515,2009081303002,"Meltzer, H.",Smaabilleder af Folkelivet,1862,nob
2516,2009020900065,"Hvalbye, L.",Regningsarterne i ubenævnte og benævnte decimaltal,1883,nob
2517,2013040824038,"Ibsen, Henrik",Kejser og galilæer,1873,nob
2518,2006112001026,,Almindelig norsk Lovsamling for Tidsrummet 1886-1891,1893,nob
2519,2008060912002,"Broch, O.J.",Om nogle transcendente Functioner,1848,nob
2520,2009020903024,"Lie, Jonas",Niobe,1893,nob
2521,2011051320021,"Rosenius, C.O.",Fra Døden til Livet,1880,nob
2522,2006111601033,"Mohn, H.",Luftens Temperatur,1895,nob
2523,2009020200022,"Reusch, Hans",Naturkundskab,1891,nob
2524,2014110708141,"Pedersen-Bjergaard, J.",Vort fjærkræ,1902,nob
2525,2008082004049,"Pauss, B.",Læsebok i morsmaalet,1909,nob
2526,2012051608007,"Føyn, A. Ch.",Praktisk regnebog for middelskolen,1905,nob
2527,2014082608038,,Fortegnelse over de Studerende ved Det kongelige Frederiks Universitet i Christiania i Vinter-Semesteret 1828,1828,nob
2528,2009041603005,"Guldberg, Gustav",Om reduktionen af de temporære baglæmmer hos delfinembryoner og om melkekjertlernes første anlæg hos disse,1898,nob
2529,2013040824010,"Poinsot, Louis",Begyndelsesgrunde til Statiken,1844,nob
2530,2010030903078,"Luther, Martin","Dr. M. Luthers lille Katechismus, med Børnelærdoms Visitats og christelige Spørgsmaal og Svar for dem, som gaae til Guds Bord",1857,nob
2531,2008082004046,"Taranger, Absalon",Norsk samfundslære til skolebrug,1903,nob
2532,2008091803002,,"Hjertesuk til hver Dag i Ugen, Morgen og Aften, saavelsom ved andre Anledninger",1846,nob
2533,2007110712003,"Heyse, Paul",Keiserinden af Spinetta,1876,nob
2534,2008102300090,"Petersen, Siegwart",Fortællinger af Oldtidens Historie,1877,nob
2535,2008100803006,"Platou, Carl N. Stoud",Lærebog i Geographien,1840,nob
2536,2012031324069,"Wiborg, Julli",Kiss og alle de andre,1909,nob
2537,2014082608134,"Riisnæs, H.J.",Historiske Optegnelser om Lindaas og Masfjorden,1896,nob
2538,2012032212003,"Weber, R.",irske Rebel,1892,nob
2539,2008110603012,"Hansen, Maurits",Mauritz Hansens Noveller og Fortællinger,1857,nob
2540,2008040200071,"Ibsen, Henrik",Samlede Værker,1900,nob
2541,2014073108069,"Dilling, L.",Fra Tydskland og Belgien,1887,nob
2542,2008030710007,"Falsen, C.M.",Norges Odelsret med Hensyn paa Rigets Constitution,1815,nob
2543,2014082608023,"James, John Angell",unge Kvinde,1872,nob
2544,2012071112001,"Nielsen, Yngvar",Grev Herman Wedel Jarlsberg i 1813,1883,nob
2545,2013060408123,"Johannesen, Ole",Lærebog i Aritmetik og Algebra for Gymnasiet,1901,nob
2546,2006112200006,"Nielsen, Yngvar",Norges Historie efter 1814,1887,nob
2547,2006112901055,"Kvam, Jak.Vilh.",norske kirkes biskoper efter reformationen,1909,nob
2548,2009070312002,"Berg, C.F.",Haandbog i Handels- og Kontorvidenskaben,1855,nob
2549,2010063003013,"Wergeland, Henrik",Udtog af Norges Historie,1836,nob
2550,2009051203013,"Ræder, A.",Historisk lærebog for middelskolen,1899,nob
2551,2014120408012,"Hval, A.",Til vor kirkes venner,1906,nob
2552,2006111400034,"Dahl, W.S.",Landdistrikternes Kommunalforfatning,1878,nob
2553,2014082208077,"Dahle, Lars",Livet efter Døden og Gudsrigets Fremtid,1905,nob
2554,2006083000037,"Wergeland, Henrik",Jøden,1896,nob
2555,2009011903008,"Kolderup, Edvard",Haandbog i Husbygningskunst,1891,nob
2556,2009062212002,,"Constitutions-Committeens Betænkninger og Indstillinger angaaende de paa 3die ordentlige Storthing fremsatte Constitutions-Forslag, der være udsatte til Afgjørelse paa det 4de ordentlige Storthing",1824,nob
2557,2009032703001,"Horn, E.F.B.",Tolv forelæsninger over tro og tænkning,1896,nob
2558,2014121108002,"Hanssen, Olav",Kliniske meddelelser fra rigshospitalets medicinske afd. A,1910,nob
2559,2013032106064,"Giverholt, Jens Marius",stille Uge,1898,nob
2560,2009013000007,"Schiøtz, O.E.",Lærebog i Fysik,1881,nob
2561,2011112924012,"Kipling, Rudyard",Soldat-Sange,1902,nob
2562,2010052706065,"Løkke, Jakob",Modersmaalets Grammatik til Skolebrug,1869,nob
2563,2011110908018,"Brekke, Hans",Fuldmagts- og Valgkjendelser af Storthingene 1814-85,1886,nob
2564,2006112200018,"Stenersen, Karen",gammeldags Prestegaard,1889,nob
2565,2009021812002,"Bentzen, I.H.",Poetiske Smaablomster,1857,nob
2566,2016060348178,"Munch, Anna",Kvinder,1892,nob
2567,2011031012004,"Flatabø, Jon",Præstegaards-Nissen,1898,nob
2568,2007042604002,,Festskrift til Hans Majestæt Kong Oscar II ved Regjerings-Jubilæet den 18de September 1897,1897,nob
2569,2014082208123,"Greve, M.",Helse og Helsebot,1903,nob
2570,2011050308009,Bion Smyrnaeus,Idylliske Digte,1848,nob
2571,2015060308054,"Bendixen, B.E.",Kirkerne i Søndre Bergenhus amt,1909,nob
2572,2013080808078,"Verne, Jules",Hemmelighedsfulde Ø,1876,nob
2573,2015082048008,"Anderssen, Joak.",Aalesund og Omegns Næringsliv i ældre og nyere Tid,1904,nob
2574,2013070108085,"Denis, Leon.",Efter døden,1896,nob
2575,2016021609146,"Schreiner, Emil Theodor",Skoleefterretninger,1873,nob
2576,2013070308044,"Krag, Thomas P.",Fortællinger,1906,nob
2577,2011020906004,,Vidnesbyrd fra den norske Kirke,1885,nob
2578,2013120206108,"Graul, K.",De forskjellige kristelige bekjendelsers indbyrdes afvigende læresætninger i det guddommelige ords lys,1885,nob
2579,2008091803021,"Holmboe, C.A.",Om en norsk ordbog,1844,nob
2580,2014011608180,"Villard, A.",banques populaires et le crédit agricole,1886,nob
2581,2009081701028,"Flood, Constantius",I Havskjærene,1882,nob
2582,2008111903027,"Hersleb, S.B.",Lærebog i Bibelhistorien,1853,nob
2583,2016110448006,"Wildenhahn, August",Paul Gerhardt,1881,nob
2584,2013040807239,"Rygh, Evald",Alfabetisk Register til A. Erlandsens Efterretninger om Throndhjems og Tromsø Stifters Geistlighed,1860,nob
2585,2015111807552,,Bergen i ældre og nyere tid,1902,nob
2586,2008111903024,,Om Forandringer i Straffeproceslovgivningen med eller uden Jury,1859,nob
2587,2009062204055,"Erichsen, A.E.",Norsk læsebog for middelskolen,1903,nob
2588,2009032303002,"Futtrup, J.E.",Marie Antoinette,1892,nob
2589,2012051608039,"Luther, Martin",Dr. Martin Luthers udførlige Forklaring over Paulus's Brev til Galaterne,1897,nob
2590,2011072920001,"About, Edmond",brav Mands Roman,1880,nob
2591,2012091208045,"Falkberget, Johan",Ved den evige sne,1908,nob
2592,2011100408094,"Munch, P.A.",Om skandinavismen,1849,nob
2593,2015081258082,,Viser og Sange,1869,nob
2594,2011060704052,"Platou, Carl N. Stoud",Kortfattet Jordbeskrivelse for Almue-Skoler,1875,nob
2595,2008102303001,,Evangelisk-christelig Psalmebog,1844,nob
2596,2007031610004,"Hetting, M.G.",Om de norske Ferskvandsfiskerier,1880,nob
2597,2007102910012,,Om Forandring af vor Regjeringsform,1873,nob
2598,2011042605078,"Mortensen, J.E.","Om Ertsforekomsten paa Gaarden nedre Svenningdal, Øvre Vefsn",1877,nob
2599,2014082908014,,Beretning om Det 12te Almindelige norske Landbrugsmøde og den 3die Nordiske Havebrugsudstilling i Kristiania 1907,1908,nob
2600,2014082108080,"Dahl, Konrad",Ensomme Folk,1889,nob
2601,2009051203012,"Eliassen, A.",Indledende kursus i plangeometri og geometriske konstruktioner og beregninger,1899,nob
2602,2011080510009,,Ved Porsgrunds kirkelige Fattigplejes Aarsmøde 1880,1880,nob
2603,2006112200022,,"Bibelen, eller Den hellige Skrift",1870,nob
2604,2007082312001,"Spurgeon, C.H..","Lys paa Veien, eller Morgenbetragtninger for hver Dag i Aaret",1897,nob
2605,2007102402004,"Wolff, Simon Olaus",Samlede poetiske forsøg,1833,nob
2606,2012070608272,"Lie, Jonas",Rutland,1880,nob
2607,2014082608003,,Sang-Samling for Ungdommen,1874,nob
2608,2013060408136,,Tiriltunga,1907,nob
2609,2006111701039,"Stangeland, G.E.",Om torvmyrer i Norge og deres tilgodegjørelse,1897,nob
2610,2016021508089,"Steiner, Rudolf",Goethes åpenbare hemmelighet - eksoterisk og esoterisk,1908,nob
2611,2015110608022,"Winterhjelm, Kristian",norske kongemagt,1906,nob
2612,2013013108011,Oginski,Polens fantom,1905,nob
2613,2015090808023,"Schübeler, F.C.",Kjøkkenhaven,1881,nob
2614,2011060704034,"Seeberg, F.G.",velordnet Skyttervæsens Betydning for Armeen og Landsforsvaret i Almindelighed,1887,nob
2615,2010051906039,"Hellwald, Friedrich von",[Uten bindtittel],1879,nob
2616,2016051148131,,Eksercerreglement for Infanteriet,1895,nob
2617,2011101223067,,Udredning af Brandforsikringsvæsenets Udvikling i Norge,1901,nob
2618,2013110508347,,Lov om sjøfarten af 20de juli 1893,1901,nob
2619,2012050708193,"Halvorson, G.",Naturhistorie for folkeskolen,1903,nob
2620,2011071405535,"Holm, I.C.",Laurviks Bad,1880,nob
2621,2009050403005,"Aschehoug, T.H.",Socialøkonomik,1908,nob
2622,2007062210002,"Hofgaard, S.W.",liden norsk grammatik,1897,nob
2623,2011091612003,"Waldenström, P.P.","Udvalgte Prædikener, mest ældre",1880,nob
2624,2010030903071,"Heyerdahl, Halvor",Historiske Sange fra Norges Fortid,1857,nob
2625,2014090108087,"Dahll, Tellef",Om Telemarkens Geologi,1860,nob
2626,2014060308080,"Haukland, Andreas",Hjemvé,1905,nob
2627,2008020103003,"Prytz, A.F.W.J.",Livsbilleder fra Kristi Kirkes Historie,1880,nob
2628,2013042608002,"Schielderup, G.",Om Religionsfrihed og Kirkefrihed,1870,nob
2629,2010042706007,,Bibelen med Forklaringer,1892,nob
2630,2014120206024,"Paulsen, John",Mol og Dur,1876,nob
2631,2008111103028,"Luther, Martin",Dr. Martin Luthers større Katechismus,1853,nob
2632,2012041724031,"Jæger, Henrik",Kristiania og Kristianienserne,1890,nob
2633,2015050408057,"Bang, A. Chr.",norske kirkes geistlighed i reformations-aarhundredet (1536-1600),1897,nob
2634,2009020900092,"Hansen, Chr.",De geometriske Læresætningers praktiske Anvendelse ved Løsning af geometriske Tegneopgaver og geometriske Beregninger,1871,nob
2635,2009090903009,"Sundt, Eilert",Om Ædrueligheds-Tilstanden i Norge,1859,nob
2636,2012042508049,"Hertzberg, Ebbe",De gamle loves mynding,1889,nob
2637,2010092912008,"Haug, A.",Norges nyere litteratur,1899,nob
2638,2010021700060,"Hallager, Fr.",norske Obligationsrets almindelige Del,1896,nob
2639,2009020600034,"Jenssen, Hans",Veiledning i regnskabsførsel for lærerskoler,1906,nob
2640,2006111701055,"Nielsen, Yngvar",Norges Historie efter 1814,1882,nob
2641,2014032808040,,Mindeblade fra Grundtvigs Hundreaarsfest,1883,nob
2642,2013060508017,,Luther som opdrager,1904,nob
2643,2009091403022,"Thuesen, Jens",Beretning om Fiskeri-Udstillingen i Aalesund 1864,1864,nob
2644,2016101748118,"Heiberg, T.E.B.","Om Concursloven, Concursboer og Concursbestyre samt Injurie-Procedure mellem Advokat T.E.B. Heiberg og Ernest Frølich",1880,nob
2645,2010042812002,"Ibsen, Henrik",Digte,1886,nob
2646,2012041608159,"Hammarsten, F.",Daglige Betragtninger,1901,nob
2647,2012041724002,"Johnson, G.D.B.",Mine Erfaringer og Anskuelser om Norges Communicationsvæsen,1861,nob
2648,2013120238088,"Hoffmann-Canitz, Olga",Vore hjem,1910,nob
2649,2008102800063,"Berg, C.F.","Contor-Assistenten, eller De vigtigste Stæders Cours-Lister, deres Vexel-Usancer, og deres Mynt-, Maal- og Vægt-Systemer",1850,nob
2650,2010111006096,,Undervisningsplan for den lavere Almueskole paa Landet i Kristiania Stift,1877,nob
2651,2014070108052,"Elster, Kristian",Solskyer,1884,nob
2652,2008082010003,"Kjekstad, Bernhard","Svar til Janus paa hans ""Brev til en Bonde om Politik og Kongens Veto""",1880,nob
2653,2014090408053,"Schjøth, Hans",Lærebog i verdenshistorien for middelskolen,1883,nob
2654,2015062608039,,Norsk Læsebog,1873,nob
2655,2008081304057,"Western, Aug.",Norske retskrivnings-ordlister til skole- og privatbrug,1886,nob
2656,2014010708173,"Schøyen, W.M.",Insekt- og sopfordrivende Midler,1908,nob
2657,2008040104021,"Hellwald, Friedrich von",[Uten bindtittel],1883,nob
2658,2014081408106,"Brandt, Fr.",Nordmændenes gamle Strafferet,1876,nob
2659,2013120608146,"Thor, Sig.",De første planter i skolen,1898,nob
2660,2011070420012,T.M.,"De to Sjømænd, eller Gjennem Mørke og Lys",1880,nob
2661,2016101826004,"Juul, Augusta",Tre Maaneder i Paris,1848,nob
2662,2014102108036,"Horn, C.W.Ludv.",Lærebog i geografi for middelskolen,1890,nob
2663,2013110126001,,Udvalgte nationale Sange,1827,nob
2664,2011082620005,"Kræmmer, Elias","""Bedstemors Gut""",1901,nob
2665,2011112224032,"Bing, Just",Folkevisernes versform,1902,nob
2666,2016042908067,"Schweigaard, Anton Martin",Commentar over den norske Criminallov,1860,nob
2667,2008102110004,"Jæger, Hans",Bekjendelser,1902,nob
2668,2009020200021,"Reusch, Hans",Naturkundskab,1898,nob
2669,2009021603013,"Egerton, George",Grundtoner,1895,nob
2670,2014111808010,"Fasting, O.W.",Solstrand,1905,nob
2671,2009031003038,,Norske Herredags-Dombøger,1895,nob
2672,2012022924004,"Allum, Hans","Sandsigelse, eller Alvor og Skjemt",1817,nob
2673,2009081801030,"Berg, C.F.","4, 5 &amp; 6 pct's Rentetabeller",1844,nob
2674,2012030624013,"Riverton, Stein",Jernvognen,1909,nob
2675,2015101448004,"Daae, Ludvig",Professor Ludvig Caesar Martin Aubert,1887,nob
2676,2013081226003,"Larsen, August",Kunsten ved øvelse i hjemmet at blive en god rifleskytter,1880,nob
2677,2015102048004,"Ingstad, M.",Forelæsninger over den romerske privatrets alm. del,1903,nob
2678,2011051112001,"Skram, Amalie",Fjældmennesker,1889,nob
2679,2012112707094,"Krogh-Tonning, K.",Kirkelige vidnesbyrd om absolutionen,1881,nob
2680,2012052204009,"Schmidt, Peter",Om Kjøbmandens Opdragelse,1829,nob
2681,2012041212005,"Kümmel, H.",Flugten fra Fængslet,1893,nob
2682,2014120208258,"Hamsun, Knut",Sult,1899,nob
2683,2006111500044,"Keyser, R.",norske Kirkes Historie under Katholicismen,1856,nob
2684,2015013008098,"Bugge, F.W.",Lukas-evangeliet,1889,nob
2685,2010111505019,"Miller, J.R.",Livets rigdom,1909,nob
2686,2014102408018,,"Grundlovsforslag, fremsatte paa to og tredivte ordentlige Storthing 1883",1885,nob
2687,2008100603017,"Pontoppidan, Erik",Collegium pastorale practicum,1850,nob
2688,2008100712001,"Pavels, Claus",Biskop Claus Pavels's Autobiographi,1866,nob
2689,2009041403021,"Janson, Kristofer",Lys og Frihed,1892,nob
2690,2009101303012,"Løkke, Jakob",Kort Omrids af Modersmaalets Grammatik,1866,nob
2691,2016051048081,"Arndt, Johann",Sex Bøger om den sande Christendom,1855,nob
2692,2012031324033,"Trowbridge, J.T.",Rødfinken,1908,nob
2693,2009062303022,"Feragen, A.M.",Opgaver og korte Vink til praktisk Regning for Almuskoler,1862,nob
2694,2010120906080,"Ibsen, Henrik",Samlede Værker,1906,nob
2695,2011072720015,"Rolfsen, Nordahl",valkyrie,1880,nob
2696,2014082208099,"Bødtker, A.",Vore næringsveie og midlerne til deres fremme,1891,nob
2697,2016102648039,"Fjørtoft, I.A.",Regnebog for døvstummeskolen,1884,nob
2698,2013042608106,"Lindeqvist, Johan",Indberetning til Departementet for det Indre angaaende de offentlige Foranstaltninger til Husdyravlens Fremme i Aaret 1870,1871,nob
2699,2009080703020,,Beretning om den Internationale Fiskeriudstilling i Bergen i Aaret 1865,1865,nob
2700,2016040508049,"Geijerstam, Gustaf af",Farlige magter,1907,nob
2701,2006112001004,"Nicolaysen, Carl",Kemiske experimenter,1899,nob
2702,2008040104087,"Bjerregaard, Henrik Anker",Fjeldeventyret,1896,nob
2703,2014031208089,"Strand, Embrik",Norske Lokaliteter for Diptera,1903,nob
2704,2016112126002,"Geijer, Erik Gustaf",Skildring af Høistsalig Hans Majestæt Kong Carl Johans Levnet,1844,nob
2705,2016062008071,"Lambert, Hugo von","Paa Livsglædens Alter, eller Millionpigens Skjæbne",1904,nob
2706,2010081320023,"Teigen, M.O.","Ligt og Uligt i Vers, Skisser, Humoresker og Smaaskildringer fra Livet blandt de norske i Amerika",1899,nob
2707,2012112908104,"Pauss, B.",Læsebok i morsmaalet,1908,nob
2708,2013031126001,"Lassen, Albert",Lærebog i den almindelige Historie,1837,nob
2709,2009092203009,"Oftedahl, S.N.",Forarbeide til en til Rigets ældre Retsforfatning knyttet Ordning af Rettergangslovgivningen,1864,nob
2710,2014052108191,"Johannesen, Ole",Facitbog til Praktisk regnebog,1883,nob
2711,2009050810001,"Hamsun, Knut",Sværmere,1904,nob
2712,2011112224012,"Wells, H.G.",usynlige Mand,1901,nob
2713,2009110304125,"Hiorthøy, H.F.",Beskrivelse over Gudbrandsdalen,1907,nob
2714,2013010808173,"Tolstoj, L.N.",Alvorlige tanker om stat og kirke,1891,nob
2715,2016101148030,"Schübeler, F.C.",Vort Landbrugs Opkomst,1892,nob
2716,2013083008167,Xenophon Atheniensis,Xenofons Anabasis anden og tredie Bog til Skolebrug udgivne,1885,nob
2717,2014103008216,"Fischer-Hansen, Carl",Om Amerika,1903,nob
2718,2012040313006,"Kümmel, H.",Osagenhøvdingernes Grave,1891,nob
2719,2015112329001,"Zetlitz, Jens",Sange for Den Norske Bondestand,1812,nob
2720,2009082103034,"Jensenius, Caspar Holten","Kortfattet Fremstilling af Husdyrenes Sygdomme, deres Aarsager, Kjendetegn og Helbredelse",1859,nob
2721,2011120113002,"Rosing, Marie",46 tegninger til brug ved undervisning i kvindeligt haandarbeide,1883,nob
2722,2012071113017,"Rønnau, Cornelius Thomas","Cantate i Opdals Kirke, Søndagen den 28de Januar 1810",1810,nob
2723,2014091008014,,Plan for den Dahlske Skole i Grimstad,1878,nob
2724,2016012008150,"Andersson, Gustaf",Lidt om B.B. kuben,1905,nob
2725,2009061013012,"Hamsun, Knut",gjensyn,1878,nob
2726,2013010308195,,Oplysninger om St. Hanshaugens Skole for den høiere Almendannelse,1898,nob
2727,2013101708051,"Iversen, Ole C..",Indremissionsselskabet i 40 Aar,1908,nob
2728,2008090310001,"Strøm, H.C.",Politiske og oekonomiske Betragtninger og Forslag,1833,nob
2729,2014111408024,"Schenkl, Karl",Græsk Elementarbog til Curtius' Grammatik,1870,nob
2730,2009042200061,"Johannesen, Ole",Lærebog i Aritmetik og Algebra for Gymnasiet,1904,nob
2731,2012071808115,"Daae, Anders","Indlands- og kystbefolkningens legemshøide, favnevidde, brystomfang og siddehøide",1905,nob
2732,2012101908007,"Dahl, Cecilie",Bag kulisserne,1890,nob
2733,2014082508024,"Holtsmark, Bernt",Husdyrlære,1908,nob
2734,2013031108074,"Øyen, P.A.",Femten aars glaciologiske iagttagelser,1906,nob
2735,2010081210007,"Bang, Ivar",Guanylsyren fra pancreas og dens spaltningsproducter,1899,nob
2736,2012061308013,,Program for den 7de skand. Arbeiderkongres i Kristiania 6te-8de september 1907,1907,nob
2737,2010032310002,"Schjøll, Oscar","Betænkning ang. valg af dødelighedstabel for ""Pensionskassen for statens bestillingsmænd""",1890,nob
2738,2014081508345,,Vejledning for Læger ved Beskrivelser af Legemsskader,1901,nob
2739,2014120108209,"Johannesen, Ole",Lærebog i kemi for gymnasiet,1906,nob
2740,2006111701033,"Hagerup, Francis",Forelæsninger over den norske civilproces,1901,nob
2741,2012102208034,"Bjørnson, Bjørnstjerne",Digte og sange,1880,nob
2742,2014011008027,"Løkke, Jakob",Samling af Exempler til Indøvelse af Grammatikkens Begyndelsesgrunde,1870,nob
2743,2006111501031,"Birkeland, M.",Om Arkivvæsenets Ordning,1879,nob
2744,2009011204067,"Guldberg, C.M.",Lærebog i stereometri,1868,nob
2745,2009031003030,,Svend Foyn,1895,nob
2746,2014090308001,"Lie, Jonas",Otte fortællinger,1885,nob
2747,2013041526006,"Isachsen, Janny",Lommebog for Dansende,1886,nob
2748,2013022207000,,Lov om Konkurs og Konkursboers Behandling af 6 juni 1863 med Ændringer af 6 mai 1899 og 2 juni 1906 og Lov om Akkordforhandling af 6 mai 1899 med Ændringer af 2 juni 1906,1906,nob
2749,2007091112001,"Spurgeon, C.H..",Excentriske Prædikanter,1885,nob
2750,2016112348037,,Lov om folkeskolen paa landet af 26. juni 1889,1896,nob
2751,2016111429003,"Guldberg, C.A.",Indledning til Naturvidenskaben,1848,nob
2752,2015071308015,"Hofgaard, S.W.",Opgaver i latinsk stil for middelskolen,1888,nob
2753,2010021903005,,Motiveret Udkast til en forandret Organisation af den norske Armee,1852,nob
2754,2016051048006,,Ruth Morrison,1890,nob
2755,2008061913040,"Bjørnson, Bjørnstjerne",Til Erindring om Fru Louise Brun,1866,nob
2756,2009051912002,"Muus, Rudolf",Peter Tordenskjold,1890,nob
2757,2009080603009,"Hallager, Fr.",norske Obligationsret,1859,nob
2758,2011060804006,"Aubert, Elise",Bølgeslag,1886,nob
2759,2010052706027,"Erichsen, A.E.","Norges, Sveriges og Danmarks historie",1883,nob
2760,2009020400089,"Resvoll, Thekla R.",Biologi for gymnasiet,1904,nob
2761,2011101223059,"Erichsen, Harald",Prædiken ved Hundredaarsskiftet 1900-1901,1901,nob
2762,2013042608140,"Thesen, O.","Om Hestens Hov, dens Behandling og Beslag",1877,nob
2763,2008121703002,"Egge, Peter",Almue,1891,nob
2764,2008081102004,"Sifadda, Siful","Selskabet ""Kringla"" eller ""Norske Almacks""",1839,nob
2765,2016031148045,,Fortegnelse over matrikulerede Eiendomme og deres Skyld i,1890,nob
2766,2007120412004,"Aarflot, Berte Kanutte",Troens Frugt,1844,nob
2767,2012031908050,"Daae, Ludvig",Aktmæssige Bidrag til den Norske Kirkes Historie i det attende Aarhundrede,1864,nob
2768,2016042848113,Wessel. J.H.,Udvalgte skrifter,1898,nob
2769,2010070205080,"Hansen, Maurits",Noveller,1882,nob
2770,2016061326008,"Schrader, Hermann",Farvebog,1837,nob
2771,2010042306019,"Hall, Birger",Kirkehistorie for Folket,1892,nob
2772,2016101748110,,Udkast til en ny Lov om Fattigvæsenet paa Landet,1854,nob
2773,2011072620013,Ponson du Terrail,Rocamboles sidste Ord,1901,nob
2774,2012052308143,"Haffner, Einar",Geografi for middelskolen,1904,nob
2775,2009090203017,"Lindeqvist, Johan","Vor Tids bedste Husdyr-Racer, fremstillede i atten Tegninger efter Naturen",1860,nob
2776,2009072912001,"Collett, Camilla",Camilla Colletts Skrifter,1892,nob
2777,2009052003012,"Kristiansen, Otto",Nogle retroversioner af Voss's tyske læsebog,1899,nob
2778,2008071112017,"Ræder, J.C.",Tanker om Norges Bank- og Pengevæsen,1833,nob
2779,2008081810002,"Stub, J.D.P.","Om Religionsfrihed og Oplysning i Norge fra katholsk standpunkt, Følgeskrift efter Storthingets Diskussion den 17de November 1865 og Forberedelse til Fremtiden",1866,nob
2780,2012070608076,"Bakke, O. Nordbø",Hesteavl,1907,nob
2781,2009062613002,,"Fuldmagter og Adresser, overantvordede Norges Regent, Hans Kongelige Høihed Prinds Christian Frederik, fra det Norske Folks Deputerede ved Rigsforsamlingen i Eidsvold, den 10. april 1814",1814,nob
2782,2013080808043,"Humblen, S. Br.",Norsk sproglære for folkeskolen,1906,nob
2783,2011051004096,"Moe, Jørgen",Samlede skrifter,1877,nob
2784,2014030524022,"Erichsen, Thomas",Gammelt og nyt,1886,nob
2785,2008022612002,"Sars, Michael","Beskrivelser og iagttagelser over nogle mærkelige eller nye i havet ved den bergenske kyst levende dyr af polypernes, acalephernes, radiaternes, annelidernes og molluskernes classer",1835,nob
2786,2016060348091,,Diplomatarium Norvegicum,1888,nob
2787,2015072408021,"Olsen, Hroar",Grisebaa-Sagen,1910,nob
2788,2009032603020,,"Opgaver i Bogholderi til brug ved Otto Treider's Handelsskole, Christiania",1897,nob
2789,2014111408057,"Arthur, T.S.",Ti Nætter i en Skjænkestue og hvad jeg der saa,1898,nob
2790,2011072620003,"Sue, Eugène",Paris' Mysterier,1900,nob
2791,2016042648100,,"Regler for Fragtberegning og Taxter for Befordring af Reisende, Reisegods, Kjøreredskaber og levende Dyr paa Banerne i 1ste, 2det, 3die, 4de, 5te og 7de Trafikdistrikt samt 8de Trafikdistrikt, forsaavidt angaar Reisende og Reisegods",1906,nob
2792,2008071112011,"Roll, Ferdinand",Sorenskriver Rolls Foredrag paa Folkemødet i Kristianssund den 11te Januar 1882,1882,nob
2793,2009042403015,,Fortegnelse over matrikulerede Eiendomme og deres Skyld i,1891,nob
2794,2012073108087,"Halvorsen, G.",Kortfattet Lærebog i Regnelæren,1878,nob
2795,2008100913002,"Rolfsen, August",Nogle Bemærkninger fra oekonomisk Standpunkt mod Odelsrettens Ophævelse og om Aasædesretten,1849,nob
2796,2006111601034,,"Festskrift ved Afslutningen af Trondhjems Tekniske Læreanstalts 25de Læseaar, 1895",1895,nob
2797,2016050348132,"Bonnevie, Honoratus",Den Julianske og den Gregorianske Kalender,1886,nob
2798,2015072408017,"Foyn, Svend",Til det norske Folk,1883,nob
2799,2014062506128,"Freytag, Gustav",Markus König,1910,nob
2800,2014040408306,"Bonnevie, J.A.",Brugsanvisning til Nicolaisens regnebøger for skolen i landdistriktene,1886,nob
2801,2014011508060,"Bjerck, Albert",Lærebog i stenografi efter Gabelsbergers system,1906,nob
2802,2006082200052,"Todderud, Peder von",Optegnelser af Generalmajor Peder Todderud om Krigen 1709-19,1897,nob
2803,2012052308144,,Norske handels- og sølove,1894,nob
2804,2014102806035,"Hansen, Kirsten D.",Charles Gordon som Christen og Soldat,1885,nob
2805,2011111024004,"Windingstad, G.Th.",Illustreret Reisehaandbog over Valdres og Land,1902,nob
2806,2007032310001,"Vauvert, N.J.",Tabeller for Coursarbitrage,1862,nob
2807,2014073108219,"Schneider, J. Sparre",Oversigt over de i Nedenæs amt bemærkede lepidoptera,1882,nob
2808,2012051513010,,Om Formænd eller eligerede Mænd i Land-Districterne,1827,nob
2809,2016102648563,"Daae, Ludvig",Episode af den nordiske Syvårskrig,1867,nob
2810,2008033112002,"Hansteen, Christopher","Om Planeten Merkurs Gang foran Solens Skive og de to Kometer af kort Periode, som i Aar ville indtræffe",1832,nob
2811,2012033024012,"Holmboe, Othar",Foged Jens Holmboes efterkommere,1890,nob
2812,2010052806017,"Luthardt, Chr. Ernst",De moderne Verdensanskuelser og deres praktiske Konsekvenser,1881,nob
2813,2016101748027,"Krogh, Georg Anthon",Kjærlighed og Krig i 1848 : Breve fra Christian Krohgs Fader til hans Moder,1901,nob
2814,2015030308050,"Wergeland, Henrik",Henrik Wergelands Skrifter i Udvalg,1898,nob
2815,2007102412003,"Hille, R.",Kortfattet Omrids af den tyske Litteraturs Historie,1873,nob
2816,2009062304067,"Luther, Martin",Dr. Martin Luthers større Katechismus,1843,nob
2817,2011081512005,"Gjessing, Alf",Afsnit af almindelig mekanisk teknologi,1900,nob
2818,2014101408081,"Andersen, A.O.","Om Skibsladningers Stuening, Fragtforholde m. m",1875,nob
2819,2016051948114,"Zwilgmeyer, Dikken",Vi børn,1893,nob
2820,2015012708026,"Vogt, Johanne",De to Kusiner,1904,nob
