,urn,author,title,year,lang
8020,2013061208062,,Almindelige Motiver,1880,nob
8021,2014061008116,"Nedrebø, Willien",Evige kloder,1902,nob
8022,2015042108216,"Aubert, Elise",Juleminde,1887,nob
8023,2016052008096,,Indledning og Forretningsorden til et lidet Kursus i det dobbelte Bogholderi,1883,nob
8024,2012041608163,"Birkeland, K.B.","Lysglimt i Mørket, eller Kristendom og Hedenskab",1900,nob
8025,2014050828007,,Norsk folkemuseum,1895,nob
8026,2014030308020,"Huxley, Thomas Henry",Grundtræk,1888,nob
8027,2007082202001,"Schjøth, Anton",Lærebog i Handels-Arithmetik,1843,nob
8028,2008052612001,"Broch, O.J.","Oversigt med Hensyn til de Resultater, hvortil man er kommen i det internationale Bureau for Maal og Vægt i Paris",1887,nob
8029,2016052308131,,Plan for Dahlske Skole,1905,nob
8030,2015062408136,"Thue, Axel",par Antydninger til en taltheoretisk Methode,1902,nob
8031,2014060208015,"Petersen, Fredrik",Syv Prædikener,1879,nob
8032,2006082800110,"Christensen, Hjalmar",seirherre,1893,nob
8033,2009052803010,,Forhandlingsprotokol ført i Regjeringsraadet og Statsraadet Marts til Decbr. 1814,1899,nob
8034,2015102808063,,Kommunalpolitik,1907,nob
8035,2013050224041,"Ibsen, Henrik",De Unges Forbund,1869,nob
8036,2012032212001,"Frey, W.","Sort Blod, eller Plantageeierens Søn",1891,nob
8037,2014021108071,"Rein, Sigmun",Paa vor jord,1909,nob
8038,2013010208078,"Urbye, Andreas",Norsk strafferet,1909,nob
8039,2006083000051,"Falk, Hjalmar",Dansk-norskens syntax i historisk fremstilling,1900,nob
8040,2014082107059,"Simonsen, E.",Veiledning i varekundskab med tilhørende mekanisk og chemisk teknologi,1905,nob
8041,2006112101013,"Funcke, Otto",Sjælekamp og Sjælefred,1881,nob
8042,2012051124004,"Erlandsen, Andreas",Biographiske Efterretninger om Geistligheden i Throndhjems Stift,1846,nob
8043,2009021803042,"Bull, Jacob B.",Mellem Fjeldene,1895,nob
8044,2012041712002,Moster,Smaapikernes kokebok,1908,nob
8045,2012041612004,"Frey, W.",Kaptainen og hans Skibsgut,1893,nob
8046,2006112300033,"Feilberg, K.",Om kulturbevidsthed og gudsbevidsthed,1893,nob
8047,2014022406030,,"Udvalgte salmer af troens rare Klenodie, og flere af de forrige Kristnes Sangbøker; samt tilføiet nogle ny, forfattede af Nutidens Kristne",1881,nob
8048,2015012708186,"Bjørnson, Bjørnstjerne",Vort Forhold til Sverige,1881,nob
8049,2016112326005,,Ekserserreglement for sentralsikte m/40 (SS m/40),1848,nob
8050,2006083100036,"Ibsen, Henrik",Terje Vigen,1892,nob
8051,2008061610007,"Waage, P.","Forestilling i andledning af et ""forslag til bestemmelserom det kemiske laboratoriums bestyrelse og de kemiske læreres forhold til samme""",1877,nob
8052,2009010503047,,Norsk Medicinallovgivning,1891,nob
8053,2008123012003,"Hamsun, Knut",Redaktør Lynge,1893,nob
8054,2010070706027,,Veiledning til at læse Haandskrifter for Borger- og Almueskoler,1858,nob
8055,2013061308031,,Forhandlinger ved det femte almindelige norske Landbrugsmøde i Throndhjem i Juli 1859,1859,nob
8056,2014081908196,"Zwilgmeyer, Dikken",Inger Johanne,1909,nob
8057,2011072220013,,I stille Stunder paa Veien hjem,1900,nob
8058,2013072508039,"Tischendorf, Constantin von",Vore Evangeliers Ægthed,1884,nob
8059,2008121512004,"Voss, Valentin",Det nye Mynt- Maal- og Vægtsystem,1875,nob
8060,2014081508327,"Getz, B.",Juridiske afhandlinger,1903,nob
8061,2008021310003,"Blytt, Axel",Botanisk Reise i Valders og de tilgrændsende Egne,1864,nob
8062,2008102200036,"Siewers, Hans",Grundtræk af Jordbeskrivelsen for Begyndere,1870,nob
8063,2014111308199,"Drolsum, A.C.",Neutralitet og Forsvar,1907,nob
8064,2007102502001,,Samlinger til det norske Folks Sprog og Historie. Udgivne af et Samfund,1833,nob
8065,2014011508180,"Prytz, A.R.",Stamtavle over opdageren af Røros kobberverk Hans Olsen Aasens efterkommere,1901,nob
8066,2015042408179,"Haslerud, Christian",Symra,1875,nob
8067,2014021008018,,Instrux for Infanteriets Skydeøvelser,1887,nob
8068,2013041624004,"Christiansen, Johan",Mine Livserindringer,1908,nob
8069,2013021313003,"Hansteen, Aasta","Kvinden, skabt i Guds Billede",1878,nob
8070,2009120813003,,Norsk læsebog,1891,nob
8071,2008102300088,"Petersen, Siegwart",Momenter til Støtte for Hukommelsen ved den mundtlige Undervisning i Norges Historie,1862,nob
8072,2011053104045,"Øverland, O.A.",Syne-Marte,1904,nob
8073,2015021308018,"Heiberg, Gunnar",Harald Svans mor,1899,nob
8074,2015090348126,,Langs Norges kyst mod eventyrlandet der nord,1907,nob
8075,2016060348157,"Barth, C.G.",fattige Henrik,1889,nob
8076,2009042204001,"Rosing, Hedevig",Barnets første bog,1879,nob
8077,2016061508020,"Igelsrud, Helen",Kvindedragten,1907,nob
8078,2014100738012,,Digte af Nordmænd,1868,nob
8079,2014040708069,,Studenterne fra 1875,1900,nob
8080,2016111748567,"Govorov, A.I.","Linjeskibet ""Ingermanlands"" forlis udenfor Norges sydkystden 11te september 1842",1903,nob
8081,2013040824037,"Bjørnson, Bjørnstjerne",Det ny system,1879,nob
8082,2008093010005,,"Udkast til Tillæg og Forandringer i Skoleinstructionen ogExerceerreglementet for Cavaleriet saavidt angaar Behandlingen, Brugen og Föringsmaaden for Carabinen og Revolverpistolen",1864,nob
8083,2016060348011,"Lassen, Helene",Storebisk og Lillebisk og andre fortællinger om barn og dyr,1907,nob
8084,2010062106102,"Fasting, Georg",Kristelig barnelærdom,1908,nob
8085,2008040204094,"Schøning, C.",Mosebøgernes Kilder,1900,nob
8086,2009051812001,"Hagerup, Francis",Om Formuesindgreb og Dokumentforbrydelser,1891,nob
8087,2006081500056,"Bang, A. Chr.",Udsigt over Den norske Kirkes Historie,1883,nob
8088,2011051004143,,Norges matrikel,1908,nob
8089,2015110307504,"Anker, Carl Johan",Norske Frivillige i de danske Forsvarskrige fra 1848-50 og i 64,1887,nob
8090,2008030510004,"Falsen, Christian Magnus","Som man raaber i Skoven, faaer man Svar, eller aftvunget Forsvar i Anledning af en anonym Forfatters Critik over min Afhandling om Norges Odelsret",1815,nob
8091,2016050948015,"Pontoppidan, Erik",Sandhed til Gudfrygtighed,1869,nob
8092,2016012726004,"Pavels, Claus","Dagen den fjerde Julii i Aaret attenhundrede og sytten, helligholdt i vor Frelsers Kirke i Christiania ved Lovsang og Bøn",1817,nob
8093,2011060804030,,Bidrag til Bygningsskikkens Udvikling paa Landet i Norge,1865,nob
8094,2008112113001,"Hamsun, Knut",Gaadefulde,1877,nob
8095,2008071700087,"Koren, V.",Digte til Udenadlæsning,1850,nob
8096,2013040208050,"Feragen, A.M.",Praktiske regneopgaver og husholdningsregnskaber for viderekomne pigebørn,1884,nob
8097,2011051004010,"Geelmuyden, C.T.H.",Azimuth-Tabeller fra 47° Bredde til Eqvator,1876,nob
8098,2010052712002,"Ibsen, Henrik",Brand,1866,nob
8099,2010031003054,,"Love for Selskabet for Staden Christianias Vel, antagne i Generalforsamlingen den 29 Marts 1826",1826,nob
8100,2008040704023,"Falkberget, Johan",Fakkelbrand,1909,nob
8101,2011052008150,"Finne-Grønn, S.H.",Arendals geistlighed,1897,nob
8102,2011072720008,"Charrière, Elisabeth Ward de",Guvernørens datter,1900,nob
8103,2015111808094,"Muus, Rudolf",Ravn den Fredløse,1898,nob
8104,2008040104017,"Næste, Peter Johansen",Nogle Ord om Læsning af Grundloven m.m,1884,nob
8105,2011050308007,"Olsen, A. Andreas Schram",Digte,1816,nob
8106,2016051148046,,Fortegnelse over matrikulerede Eiendomme og deres Skyld i,1891,nob
8107,2014081408073,"Lyng, Ge. Vilh.","Om den Kyrenaiske skole, navnlig annikeris og theodoros",1868,nob
8108,2012020104067,"Hammer, S.C.",Det merkelige Aar,1906,nob
8109,2008112003009,"Löhe, Wilhelm","Lektioner for Passjonstiden, eller Betragtninger over vor Frelsers store Lidelse",1856,nob
8110,2014081508363,"Rasmussen, Arne",Om torv og torv-industri,1908,nob
8111,2015111008003,"Arstal, Aksel",Garborg'ske skildringer og synsmaader,1892,nob
8112,2009061012003,"Hagerup, Francis",Omrids af den norske handelsret,1894,nob
8113,2011081913003,,Udflugter i Nordmøre,1892,nob
8114,2009020900060,"Hersleb, S.B.",Lærebog i Bibelhistorie,1854,nob
8115,2011032508145,"Biørn, L. M.",Pastor P.A. Rasmussen,1905,nob
8116,2012030524004,"Knudsen, Knud",Vejledning til mere norskhet i vor stave- og skrivemåte,1887,nob
8117,2011112524029,,"Reglement vedrørende Anvendelsen af Lov om Registrering af Skibe af 4. Mai 1901, approberet ved Kongelig Resolution af 23. Juli 1902",1902,nob
8118,2016010808079,"Guldberg, Alf",Sur la theorie des équations aux différentielles totales de second ordre,1898,nob
8119,2009090403020,Thomas à Kempis,Fire Bøger om Christi Efterføgelse,1866,nob
8120,2013010808157,"Johnson, Johs.",Hvad skal vi svare Hedningemissionens Modstandere?,1903,nob
8121,2007030510001,"Gyberg, Oscar E.",Om Indsamling og Opbevaring af Skovtræfrø,1875,nob
8122,2012073108027,"Jonassen, A.",Smaablomster fra Herrens have,1910,nob
8123,2011121224066,"Hafel, Hans T.",Bekræftelse,1902,nob
8124,2016050948024,"Geelmuyden, I.",Lærebog i Geografien,1874,nob
8125,2011081820004,,"""Var det skjæbne?""",1900,nob
8126,2014040408140,"Havstad, Lars A.",Skoletvang for Døvstumme,1876,nob
8127,2008010710006,"Ingemann, A.",Om Laugsindskrænkninger i Norges Haandværks- og Handelsdrift,1835,nob
8128,2014072208219,"Hammer, K.V.",Spareforeningen Bien,1910,nob
8129,2010083023011,"Olsen, Andr. O.",Daglige Smuler,1899,nob
8130,2010092803023,,bydelsesskrift til den offentlige Examen i Bergens Kathedralskole,1852,nob
8131,2014082108113,"Hanssen, Torjus",Til Norges storlosje I.O.G.T,1898,nob
8132,2010082723011,"Sundt, Karen",Heltinden paa Kuba,1898,nob
8133,2008120312006,"Thrane, David",Par Ord om Sølv-Værdie,1815,nob
8134,2010082723009,"Marlitt, E.",Familiedrama,1898,nob
8135,2008100310001,"Rolfsen, O.H.","Almindelig Huusret, eller Haandbog i den norske Lovkyndighed til Brug for alle Stænder",1841,nob
8136,2008060613023,"Bjørnson, Bjørnstjerne",Folkesang ved Tunsbergs Tusenaars-Fest Jonsok-Kvæld 1871,1871,nob
8137,2009021603021,"Skram, Amalie",På Sct. Jørgen,1895,nob
8138,2012051608037,"Faye, Andreas",Christianssands Stifts Bispe- og Stiftshistorie,1867,nob
8139,2009043010001,"Daae, Ludvig","Om historieskriveren ""Theodricus Monachus"" og om biskop Thore af Hamar",1895,nob
8140,2008110704015,"Prytz, A.F.W.J.",Kortfattet norsk grammatik,1875,nob
8141,2010101412005,"Aakesen, Sven",Leilighedstaler og skaaltaler,1899,nob
8142,2011050204011,Joannes Chrysostomus,Udvalgte Skrifter af Chrysostomus,1885,nob
8143,2013080508353,"Harms, Ludwig",Guldæbler i Sølvskaaler,1874,nob
8144,2008071112013,"Ræder, J.C.","Motiveret Klage over den kongl. norske Regjering i Almindelighed og Armeedepartementets Chef, Hr. Statsraad m.m. Fleischer i Særdeleshed, deels for at have i Regjeringens Forslag til Chefspostens sidste Besættelse i Ingenieurbrigaden hverken befulgt Anciennetetens eller Duelighedens Princip, deels for at have anseet flere ældre Love, hvoriblandt Anciennetetslovene og det gamle Tjenestereglement, for at være hævede ved kongl. Resolutioner, istedetfor ved constitutionelt givne nye Love; med Fordring om fuld Erstatning for den herved skadelidte Forfatter, tilegnet og tilsendt med 3de Bilage Norges 12teordentlige Storthing, til constitutionel Undersøgelse, Behandling, og Paakjendelse",1848,nob
8145,2016102448026,"Nordan, Victor",Kristiania kommunale Sindssygeasyl paa Dikemark i Asker,1908,nob
8146,2014031408028,"Gløersen, Kristian",fremmed,1880,nob
8147,2009082103031,"Olsen, Andr. O.",Martin Luther,1863,nob
8148,2016102848526,"Zévaco, Michel",Nostradamus,1907,nob
8149,2009020600100,"Vogt, Volrath",Kirkehistorie til Skolebrug,1865,nob
8150,2013081908065,"Petersen, Erik L.","Det Kristiania, som svinder",1888,nob
8151,2009030403001,"Ødegaard, N.",Jordbrugslære,1893,nob
8152,2016062248022,"Klaveness, Fredrik",første Ungdomsusædlighed,1897,nob
8153,2012080324001,"Schnitler, Gudmund",Beretning om felttjenesteøvelserne mellem Værdalsøren og Åsen kirke 1901,1902,nob
8154,2006120101000,"Grøn, Fredrik",Farsotter og lægekunst gjennem tiderne,1910,nob
8155,2016062248005,,Samling af love etc. 1749-1887 vedrørende kongeriget Norges handel og skibsfart m.M. =,1890,nob
8156,2013060608045,,Studentersamfundets formænd,1909,nob
8157,2009071703004,"Prytz, A.F.W.J.",Nogle Vidner i Kristi Kirke,1885,nob
8158,2013080608066,"Borchgrevink, Sophie",Indberetning om inspektion af landets statsunderstøttede husflids- og haandgjerningsskoler,1901,nob
8159,2008091800033,"Tandberg, J.",Forklaring over Luthers lille Katekismus efter Dr. E. Pontoppidan og Sverdrup,1884,nob
8160,2008090102003,,Matrikul for ... Thinglag ifølge Lov av 17de December 1836,1838,nob
8161,2011062208101,"Velde, Carl Franz van der",Arvid Gyllenstjerna,1883,nob
8162,2013042608039,"Hallager, Fr.",norske Søret,1873,nob
8163,2010012603002,,Motiveret Udkast til almind. Lov om Fattigvæsenet i Kjøbstæderne og paa Landet,1844,nob
8164,2011060804021,,Indbydelsesskrift til den offentlige Examen i Christiania Kathedralskole,1876,nob
8165,2013061308142,"Hanssen, Klaus",Alkoholens indflydelse paa arbeidsevnen,1903,nob
8166,2014052208063,"Holfeldt, M.K.","De vigtigste romanske ord i det franske sprog, alphabetisk ordnede og forklarede",1868,nob
8167,2013052908123,"Kristofersen, Kristofer",Vaardise,1886,nob
8168,2009020500096,"Bonnevie, J.A.",Lærebog i plangeometri for gymnasiet,1899,nob
8169,2010070520024,"Schroeder, C.",Ruth,1899,nob
8170,2013092407191,"Volqvartz, M.C.","Sjelens Luth, opstemt med adskillig Strængeleg",1878,nob
8171,2012051513017,"Falsen, Christian Magnus","Til Forfatteren af Skriftet: Danmarks politiske Forbrydelser mod Norge, Hr. P. W-d",1817,nob
8172,2006111400049,"Sundt, Eilert",Blade til Fattigkommissionerne,1868,nob
8173,2016051048059,"Müller, Chr.H.",Prædikener og Breve,1887,nob
8174,2014061608162,"Petersen, Siegwart",liden Norges historie for de første begyndere,1887,nob
8175,2013071508204,"Vogt, David.",Paa Konfirmationsdagen,1903,nob
8176,2008012203002,"Asbjørnsen, P. Chr.",Barne-eventyr,1909,nob
8177,2016111648068,"Maurer, Axel",Kristiania-viser,1907,nob
8178,2016042848101,"Sinding, Otto",Dommedag,1895,nob
8179,2011120608033,"Winter-Hjelm, Otto",Musikalsk Real-Ordbog,1880,nob
8180,2011050904009,,Indbydelsesskrift til den offentlige Examen i Christiania Kathedralskole,1881,nob
8181,2010012603006,"Theremin, Franz",Christi Kors,1849,nob
8182,2009020200017,"Reusch, Hans",Naturkundskab,1892,nob
8183,2008061112004,"Welhaven, J.S.",Nyere Digte,1845,nob
8184,2006112201019,"Horn, E.F.B.",Mennesket og moralen,1877,nob
8185,2016053048055,"Kaarsberg, Hans S.",Sort og rødt,1898,nob
8186,2008042912001,"Monrad, M.J.","Det Kongelige norske Frederiks Universitets stiftelse, fremstillet i anledning af dets halvhundredaarsfest",1861,nob
8187,2016052008068,"Jürgens, Hans Georg",Til Aktionærerne i Trondhjems mek. Værksted,1902,nob
8188,2013042908086,"Petersen, Siegwart",Jordbeskrivelse,1878,nob
8189,2007080203002,"Aall, Jacob","Erindringer som Bidrag til Norges Historie fra 1800-1815, af Jacob Aall, Jernværkseier",1845,nob
8190,2008061913015,"Bjørnson, Bjørnstjerne",Fremtidens Land,1888,nob
8191,2014061908024,,"Blik paa Evigheden, før og efter Tiden, og paa Jerusalems Ødelæggelse, samt nogle mærkelige Aabenbarelser",1902,nob
8192,2016050948154,"Ibsen, Henrik",Hærmændene på Helgeland,1874,nob
8193,2009011512006,"Schiøtz, Joh.s",Om Skovforholdene i Romsdals Amt,1871,nob
8194,2007062504027,,"Jobs Bog, Psalmernes Bog, Salomos Ordprog, Prædikerens Bog og Salomos Høisang",1886,nob
8195,2016110448012,"Schulze, H.",Fra Lofoten og Solør,1865,nob
8196,2009072703031,"Hofacker, Ludwig",Prædikener paa alle Søn- og Helligdage,1863,nob
8197,2009020600069,"Julsrud, Johan","Praktisk vejledning i modersmaalets skriftlige behandling, nærmest for folkeskolen",1881,nob
8198,2012071905046,"Sætrang, Ivar",Ringerikes skole,1907,nob
8199,2009020400060,"Neuberth, J.Fr.Wilh.",Geografi for Middelskolen,1899,nob
8200,2009031003015,"Hall, Birger",I de fremmede Havne,1895,nob
8201,2009102010003,"Nansen, Fridtjof",Grønlands indlandsis,1888,nob
8202,2013102108130,"Luther, Martin",Luthers hyrdebrev om Pavens falske Præster og Ordets rette Tjenere,1885,nob
8203,2012041212002,,Politispionen,1893,nob
8204,2011120524012,,I ledige Timer,1906,nob
8205,2012112308029,"Elster, Kristian",Samlede skrifter,1898,nob
8206,2010100612006,"MacNeil, John.",Fyldt af Aanden,1899,nob
8207,2010063006107,,Norske Herredags-Dombøger,1903,nob
8208,2010021503042,"Platou, Ludv. Stoud",Ludv. Stoud Platou's Udtog af Geographien,1856,nob
8209,2014092308072,,Regler for Lærere og Klasseforstandere ved Aars og Voss's Latin- og Realskole samt Statuter for Skolens Sygekasse,1869,nob
8210,2016112127010,,Juleqvellen hos bondemanden Guttorm Brataas,1843,nob
8211,2014030308259,"Knudsen, Knud",Hvorledes græsken i den danske almenskole nu synger på sit siste vers,1891,nob
8212,2014052308046,"Sars, Johan Ernst",Historisk Indledning til Grundloven,1887,nob
8213,2013101408035,"Stretton, Hesba",Intet sted som hjemmet,1884,nob
8214,2014121208033,"Bang, Anthon",Ruth,1900,nob
8215,2006082800066,"Hansen, Andr. M.",Landnåm i Norge,1904,nob
8216,2011052620006,"Madsen, Wilh.",Nogle meddelelser om Tingvoll i fortid og nutid,1905,nob
8217,2009020603014,"Aagaard, Gustav",Da Ankeret faldt,1897,nob
8218,2010042106068,"Vogt, Nils Collett",Fra Vaar til Høst,1894,nob
8219,2015121628007,"Muus, Rudolf",Dronning Kleopatra,1906,nob
8220,2012011824011,"Steffens, Haagen Krog",Slægten Aall,1908,nob
8221,2008061012003,"Welhaven, J.S.",Antydninger til et forbedret Psalmeverk for den norske Kirke,1840,nob
8222,2008091800027,"Pontoppidan, Erik",Udtog af Dr. Erich Pontoppidans Forklaring til de Enfoldiges Nytte,1855,nob
8223,2013070108034,"Sandal, Johs.D.",Fra folkelivet,1902,nob
8224,2006081100026,"Motzfeldt, Peter",Breve og Optegnelser af Peter Motzfeldt,1888,nob
8225,2007101012004,,Diplomatarium Norvegicum,1900,nob
8226,2011062410015,"Zimmermann, Friedrich",Onkels Testamente,1880,nob
8227,2007082912002,"Hertzberg, Ebbe",kritisk fremstilling af grundsætningerne for seddelbankers indretning og virksomhed med særligt hensyn til de skandinaviske seddelbanker i deres nuværende skikkelse,1877,nob
8228,2009032703009,"Ibsen, Henrik",Samlede Værker,1898,nob
8229,2008053010001,"Broch, O.J.",Lærebog i Arithmetik og Algebraens Elementer,1868,nob
8230,2016060348153,,Vor Herres og Frelsers Jesu Christi nye Testament,1884,nob
8231,2006112101087,"Dietrichson, L.",Fra min Vandringstid,1875,nob
8232,2014011608060,,historiske studenterudstilling,1909,nob
8233,2009012204073,"Reusch, Hans",Naturkundskab,1892,nob
8234,2009080603025,"Sinding, Otto",Skovstjerner,1862,nob
8235,2006112300072,"Bordewich, R. Angell",Nordefter Leden,1899,nob
8236,2006112101051,"King, Clarence",Folkestyre,1882,nob
8237,2012071113019,"Sebbelow, Wincents Lassen",Om en Justitiarius i en S[t]iftsoverret bør være Forligelses Commissair?,1816,nob
8238,2011021612006,"Landstad, M.B.",Kirkesalmebog,1899,nob
8239,2016020308159,"Murray, William D.",Jesu liv og gjerning efter Markus-evangeliet,1909,nob
8240,2013042608150,"Flood, Just W.",Sjøbris og landluft,1885,nob
8241,2015061048014,"Erichsen, O.W.",Tanker om Norges Søeværn,1834,nob
8242,2016062008084,"Giberne, Agnes",Smigrerens Garn,1892,nob
8243,2010011312020,"Ibsen, Henrik",Sang ved Halvhundredeaars-Festen i Selskabet Christian Augusts Venner,1858,nob
8244,2014072808046,"Hertzberg, Nils",Manglerne ved Pontoppidans forklaring og principerne for en ny,1885,nob
8245,2009020900028,"Lassen, Albert",Lærebog i den almindelige Historie,1830,nob
8246,2012101007037,"Appia, G.",Martyrer i China under de sidste uroligheder,1902,nob
8247,2016053108101,"Barth, J.B.",Optegnelser fra mit jægerliv,1883,nob
8248,2010121605082,"Olden, O.F.",Atlas over norske missioner,1910,nob
8249,2015012808001,,Actstykker angaaende Revision af Foreningen,1862,nob
8250,2012073108089,"Bjørset, Karl",Tyske stiløvelser (frie stile) for 3. og 4. middelskoleklasse,1902,nob
8251,2012050808046,"Goderstad, Lars",Regnebog for Almueskolens nederste Afdeling,1869,nob
8252,2008100603012,,Diplomatarium Norvegicum,1849,nob
8253,2015061048036,"Finne, Christian Dorph",Forsøg til at bevise den de underordnede subalterne Officierer af Staten hidtil viste Tilsidesættelse og vilkaarlige Behandling,1834,nob
8254,2008060613012,"Bjørnson, Bjørnstjerne","Til Jørgen Gjerdrum den 18de juni 1872, fra en god ven",1872,nob
8255,2016081708004,"Hansson, Laura Marholm",Hvad var det ? To kvindeskjæbner,1895,nob
8256,2009030403014,"Larssen, P.A.",Lærebog i naturhistorie for folkeskolen,1893,nob
8257,2013061808042,"Sinding, Otto",Narren,1896,nob
8258,2014061008047,"Bugge, Johan",Handelsstandens Nordlandsfærd,1902,nob
8259,2008091800104,"Poulsen, Vilh.",Bibelhistorie for middelskolen og den lavere lærerprøve,1898,nob
8260,2008060613019,"Bjørnson, Bjørnstjerne",Til A.O. Vinje ved hans hustrus grav,1870,nob
8261,2013042608103,"Lindeqvist, Johan",Indberetning til Departementet for det Indre angaaende de offentlige Foranstaltninger til Husdyravlens Fremme i Aaret 1867,1868,nob
8262,2011011820007,"Huitfeldt-Kaas, H.J.",Generalmajor Georg Reichwein,1899,nob
8263,2012102308226,"Bøckman, Marius",Høires Synsmaader,1883,nob
8264,2012100907211,"Helwig, A.",Konservativ Politik,1909,nob
8265,2010020112013,"Lie, Sophus",Ueber eine Classe geometrischer Transformationen,1871,nob
8266,2016010408015,"Ibsen, Henrik",Peer Gynt,1906,nob
8267,2010052706021,"Sars, Johan Ernst",Udsigt over den norske historie,1873,nob
8268,2008101004043,"Rolfsen, Nordahl",Verdenshistorien for de unge i skole og hjem,1904,nob
8269,2016100408001,"Lie, Jonas",Fortællinger og skildringer fra Norge,1886,nob
8270,2010072703009,"Bugge-Asperheim, O.",Mellem Blindskjær,1893,nob
8271,2006081600050,"Færden, M.J.",Det gamle Testament,1902,nob
8272,2008111103025,"Jensen, P.A.",Erindring,1857,nob
8273,2008061610004,"Waage, P.",Meddelelser fra Universitetets kemiske Laboratorium,1871,nob
8274,2014111908025,"Elster, Kristian",De unge hjerter,1910,nob
8275,2011012506044,"Arnesen, Harald",Nogle ord om radikalismen og vår folkeskole,1884,nob
8276,2013120606054,"Bjerknes, C.A.",Niels Henrik Abel,1880,nob
8277,2010100412004,"Bjørset, Karl",Syd-Lesje- og Nord-Dovremålets lyd- og formlære,1899,nob
8278,2014051208025,,Smaabruget,1907,nob
8279,2015111907630,,Bjørn Bjørnson i anledning af 25-aars-jubilæet den 22. marts 1905,1905,nob
8280,2014091809066,,Indbydelsesskrift til den offentlige Examen i Skiens lærde og Realskole,1868,nob
8281,2009071703003,"Norby, Christine",Lyse billeder,1897,nob
8282,2006081500015,"Daae, Ludvig",Nordmænds Udvandringer til Holland og England i nyere Tid,1880,nob
8283,2014061908026,"Lie, Jonas","Tremasteren ""Fremtiden"", eller Liv nordpaa",1875,nob
8284,2014121208056,"Delitzsch, Franz",Haandværker-Liv paa Christi Tid,1880,nob
8285,2011102524039,"Muus, Rudolf",Blomsterpigen paa Tivoli,1902,nob
8286,2014060308073,"Krag, Thomas P.",Vej og Vidde,1910,nob
8287,2012061324014,"Thoresen, Magdalene",Billeder fra midnatsolens land,1886,nob
8288,2014060208007,"Knudsen, D.F.",Tysk Elementar- og Læsebog,1892,nob
8289,2010070706030,,Indbydelsesskrift til den offentlige Examen i Christiania Kathedralskole,1879,nob
8290,2013112528007,"Tank, C.","Om Rigsbanksedlernes Inddragelse og en privat Banks Oprettelse, m.m",1815,nob
8291,2007052210005,"Kokk, Bernhard",Digte,1847,nob
8292,2015060948107,,Udvalg af Corsarens to første Aargange,1845,nob
8293,2013081908129,"Mosling, Sven",Uddrag af Chemien,1873,nob
8294,2010063006055,,Volsungernes saga,1902,nob
8295,2011120624004,Eli,Vi begynder at blive voksne,1902,nob
8296,2016102008076,"Jæger, Hans",Socialismens ABC,1910,nob
8297,2008060404033,"Storm, V.",Vejledning i Throndhjems Omegns Flora,1869,nob
8298,2014081908198,Claude,fransk politichefs erindringer og optegnelser,1886,nob
8299,2015120908142,"Hertzberg, Ebbe",Grundtrækkene i den ældste norske proces,1874,nob
8300,2016111748564,,Fortællinger fra guds folks historie,1893,nob
8301,2016111748587,Sylvia,natlig scene,1870,nob
8302,2010061406023,,Foreløbig brugsanvisning for Kompani-telefonen,1905,nob
8303,2016051948013,"Selmer, Ågot Gjems",Mors Bog,1903,nob
8304,2009042204081,"Jensen, S. Bretteville",Norsk læsebog for barneskolen,1906,nob
8305,2016030907016,"Haukenæs, Th.S.","Natur, Folkeliv og Folketro i Hardanger",1885,nob
8306,2016072026011,,Reglement om Qvarantainevæsenet,1849,nob
8307,2014052208034,"Sars, Johan Ernst",Vort embedsparti,1883,nob
8308,2010021700061,"Petersen, Siegwart",Fortællinger af fædrelandets historie,1898,nob
8309,2016050348087,"Winterhjelm, Kristian",Naturalisterne,1886,nob
8310,2011101223040,,Katalog over Bibel-Udstillingen afholdt den 20. og 21. April 1901,1901,nob
8311,2009040203024,"Thorson, E.",Vore mindre Husdyr og deres Stel,1898,nob
8312,2016102848571,"Burnett, Frances Hodgson",Adelsdame fra det attende Aarhundrede,1897,nob
8313,2006082900053,"Bætzmann, F.",Unionens Opløsning,1905,nob
8314,2013102828006,"Næss, H.J.",norske Grundlovs Historie,1895,nob
8315,2015062608054,,Abc,1878,nob
8316,2015070708209,"Nøvik, Peter",Havedyrkningen i Norges nordlige egne før og nu,1902,nob
8317,2014121108067,"Aagaard, Gustav",Stærke Hænder,1897,nob
8318,2014091008225,"Wulfsberg, Chr. A.",Drammen,1864,nob
8319,2008100104105,"Vellesen, Jonas",Sproglære,1889,nob
8320,2014120308004,"Hofgaard, S.W.",Norsk skolegrammatik,1909,nob
8321,2016030808093,,Østers-Kulturen,1884,nob
8322,2012071113007,"Platou, Ludv. Stoud",Sørge-Cantate ved Mindefesten for Norges Christian August,1810,nob
8323,2009020600060,,Læsebog for folkeskolen og folkehjemmet,1881,nob
8324,2016071206021,,Forhandlinger og Aktstykker vedkommende de norske Jernbaner,1896,nob
8325,2015111807520,,Juryloven af 1ste juli 1887,1898,nob
8326,2015120408106,"Nissen, Hartvig",Statens tjenestemænd med høiere utdannelse,1908,nob
8327,2012052112005,"Jones, Jenni",Jimmy Jones - sjørøver,1908,nob
8328,2006111600051,Sophocles,Sofokles tragedie Trachis-møerne,1896,nob
8329,2014051408307,"Weidemann, L. F.","Stamtavle over slegten Weidemann (samt over slegterne Major, Schirmer og grene af slegterne Sommerfeldt, Norgrenn, Sørenssen, Nielsen m. fl.)",1892,nob
